IATA,Airport name,Country,City,lat,long,code,,,,
KWA,Bucholz Army Air Field,Marshall Islands,Kwajalein,8.720120429992676,167.73199462890625,MH,,,,
KWB,Dewadaru Airport,Indonesia,Karimunjawa,-5.80091,110.47838,ID,,,,
KWE,Guiyang Longdongbao International Airport,China,Guiyang (Nanming),26.541466,106.803331,CN,,,,
KWG,Kryvyi Rih International Airport,Ukraine,Kryvyi Rih,48.04330062866211,33.209999084472656,UA,,,,
KWH,Khwahan Airport,Afghanistan,Khwahan,37.890021,70.20383,AF,,,,
KWI,Kuwait International Airport,Kuwait,Kuwait City,29.226601,47.968899,KW,,,,
KWJ,Gwangju Airport,South Korea,Gwangju,35.123173,126.805444,KR,,,,
KWK,Kwigillingok Airport,United States of America,Kwigillingok,59.876499,-163.169005,US,,,,
KWL,Guilin Liangjiang International Airport,China,Guilin (Lingui),25.219828,110.039553,CN,,,,
KWM,Kowanyama Airport,Australia,Kowanyama,-15.485369,141.752572,AU,,,,
KWN,Quinhagak Airport,United States of America,Quinhagak,59.7551,-161.845,US,,,,
KWO,Kawito Airport,Papua New Guinea,Kawito,-7.977006912,142.8235779,PG,,,,
KWS,Kwailabesi Airport,Solomon Islands,Kwailabesi,-8.360508,160.775127,SB,,,,
KWT,Kwethluk Airport,United States of America,Kwethluk,60.790298,-161.444,US,,,,
KWY,Kiwayu Airport,Kenya,Kiwayu,-1.96056,41.297501,KE,,,,
KWZ,Kolwezi Airport,Democratic Republic of the Congo,Kolwezi,-10.7659,25.505699,CD,,,,
KXB,Sangia Nibandera Airport,Indonesia,Kolaka,-4.338158,121.524047,ID,,,,
KXE,P C Pelser Airport,South Africa,Klerksdorp,-26.871099,26.718,ZA,,,,
KXF,Koro Island Airport,Fiji,Koro Island,-17.3458004,179.4219971,FJ,,,,
KXK,Komsomolsk-on-Amur Airport,Russia,Komsomolsk-on-Amur,50.409000396728516,136.9340057373047,RU,,,,
KXO,Kisoro Airport,Uganda,Kisoro,-1.2837,29.7197,UG,,,,
KXU,Katiu Airport,French Polynesia,Katiu,-16.339681,-144.407966,PF,,,,
KYA,Konya Airport,Turkey,Konya,37.979,32.561901,TR,,,,
KYD,Lanyu Airport,Taiwan,Orchid Island,22.027000427246094,121.53500366210938,TW,,,,
KYE,Rene Mouawad Air Base / Kleyate Airport,Lebanon,Tripoli,34.589298,36.011299,LB,,,,
KYI,Yalata Mission Airport,Australia,Yalata Mission,-31.4706,131.824997,AU,,,,
KYK,Karluk Airport,United States of America,Karluk,57.565919,-154.453762,US,,,,
KYO,Tampa North Aero Park Airport,United States of America,Tampa,28.22130013,-82.37449646,US,,,,
KYP,Kyaukpyu Airport,Myanmar,Kyaukpyu,19.42639923095703,93.53479766845703,MM,,,,
KYT,Kyauktu Airport,Myanmar,Kyauktu,21.399999618530273,94.13330078,MM,,,,
KYU,Koyukuk Airport,United States of America,Koyukuk,64.876099,-157.727005,US,,,,
KYX,Yalumet Airport,Papua New Guinea,Yalumet,-6.09,147.0117,PG,,,,
KYZ,Kyzyl Airport,Russia,Kyzyl,51.669399,94.400597,RU,,,,
KZC,Kampong Chhnang Airport,Cambodia,Kampong Chhnang,12.255032,104.564657,KH,,,,
KZD,Krakor Airport,Cambodia,Krakor,12.5385,104.1486,KH,,,,
KZF,Kaintiba Airport,Papua New Guinea,Kaintiba,-7.50025,146.0338333,PG,,,,
KZG,Kitzingen Airfield,Germany,Kitzingen,49.744293,10.207313,DE,,,,
KZI,Kozani National Airport Filippos,Greece,Kozani,40.286098,21.840799,GR,,,,
KZN,Kazan International Airport,Russia,Kazan,55.60620117,49.27870178,RU,,,,
KZO,Kyzylorda Airport,Kazakhstan,Kyzylorda,44.706902,65.592499,KZ,,,,
KZR,Zafer Airport,Turkey,Altıntaş,39.113079,30.128111,TR,,,,
KZS,Kastelorizo Airport,Greece,Kastelorizo Island,36.141701,29.576401,GR,,,,
LAA,Southeast Colorado Regional Airport,United States of America,Lamar,38.066407,-102.691373,US,,,,
LAB,Lab Lab Airport,Papua New Guinea,Lab Lab Mission,-5.7204,148.0566,PG,,,,
LAC,Layang-Layang Airport,Malaysia,Pulau Layang-Layang (Swallow Reef),7.37157,113.844002,MY,,,,
LAD,Quatro de Fevereiro International Airport,Angola,Luanda,-8.85837,13.2312,AO,,,,
LAE,Nadzab Airport,Papua New Guinea,Lae,-6.569803,146.725977,PG,,,,
LAF,Purdue University Airport,United States of America,West Lafayette,40.412875,-86.939363,US,,,,
LAH,Oesman Sadik Airport,Indonesia,Labuha-Halmahera Island,-0.635259,127.501999,ID,,,,
LAI,Lannion-Côte de Granit Airport,France,Lannion,48.754398,-3.47166,FR,,,,
LAJ,Lages Airport,Brazil,Lages,-27.782101,-50.281502,BR,,,,
LAK,Aklavik/Freddie Carmichael Airport,Canada,Aklavik,68.223297,-135.00599,CA,,,,
LAL,Lakeland Linder International Airport,United States of America,Lakeland,27.987656,-82.018776,US,,,,
LAM,Los Alamos Airport,United States of America,Los Alamos,35.87979889,-106.2689972,US,,,,
LAN,Capital City Airport,United States of America,Lansing,40.21709824,-76.85150146,US,,,,
LAO,Laoag International Airport,Philippines,Laoag City,18.176121,120.531034,PH,,,,
LAP,Manuel Márquez de León International Airport,Mexico,La Paz,24.072700500499998,-110.3619995,MX,,,,
LAQ,Al Abraq International Airport,Libya,Al Albraq,32.7887,21.9643,LY,,,,
LAR,Laramie Regional Airport,United States of America,Laramie,41.31209945678711,-105.6750031,US,,,,
LAS,Harry Reid International Airport,United States of America,Las Vegas,36.083361,-115.151817,US,,,,
LAU,Manda Airport,Kenya,Lamu,-2.252431,40.912892,KE,,,,
LAW,Lawton Fort Sill Regional Airport,United States of America,Lawton,34.567699,-98.416603,US,,,,
LAX,Los Angeles International Airport,United States of America,Los Angeles,33.942501,-118.407997,US,,,,
LAY,Ladysmith Airport,South Africa,Ladysmith,-28.58169937,29.749700546299998,ZA,,,,
LAZ,Bom Jesus da Lapa Airport,Brazil,Bom Jesus da Lapa,-13.2621,-43.4081,BR,,,,
LBA,Leeds Bradford Airport,United Kingdom,Leeds,53.865898,-1.66057,GB,,,,
LBB,Lubbock Preston Smith International Airport,United States of America,Lubbock,33.663601,-101.822998,US,,,,
LBC,Lübeck Blankensee Airport,Germany,Lübeck,53.805401,10.7192,DE,,,,
LBD,Khujand Airport,Tajikistan,Khujand,40.215401,69.694702,TJ,,,,
LBE,Arnold Palmer Regional Airport,United States of America,Latrobe,40.275902,-79.4048,US,,,,
LBF,North Platte Regional Airport Lee Bird Field,United States of America,North Platte,41.12620163,-100.6839981,US,,,,
LBG,Paris-Le Bourget Airport,France,Paris (Le Bourget,48.969398,2.44139,FR,,,,
LBI,Albi-Le Séquestre Airport,France,Albi/Le Séquestre,43.913898,2.11306,FR,,,,
LBJ,Komodo Airport,Indonesia,Labuan Bajo,-8.480694,119.888306,ID,,,,
LBK,Liboi Airport,Kenya,Liboi,0.348333,40.881699,KE,,,,
LBL,Liberal Mid-America Regional Airport,United States of America,Liberal,37.0442009,-100.9599991,US,,,,
LBM,Luabo Airport,Mozambique,Luabo,-18.4139,36.1068,MZ,,,,
LBO,Lusambo Airport,Democratic Republic of the Congo,Lusambo,-4.96167,23.3783,CD,,,,
LBP,Long Banga Airport,Malaysia,Long Banga,3.202138,115.401811,MY,,,,
LBQ,Lambarene Airport,Gabon,Lambarene,-0.704389,10.2457,GA,,,,
LBR,Lábrea Airport,Brazil,Lábrea,-7.27897,-64.769501,BR,,,,
LBS,Labasa Airport,Fiji,Labasa,-16.4667,179.339996,FJ,,,,
LBT,Lumberton Regional Airport,United States of America,Lumberton,34.610773,-79.05943,US,,,,
LBU,Labuan Airport,Malaysia,Labuan,5.300680160522461,115.25,MY,,,,
LBV,Libreville Leon M'ba International Airport,Gabon,Libreville,0.458600014,9.412280082699999,GA,,,,
LBW,Yuvai Semaring Airport,Indonesia,Long Bawan,3.9028,115.6921,ID,,,,
LBY,La Baule-Escoublac Airport,France,La Baule-Escoublac,47.289398,-2.34639,FR,,,,
LBZ,Lucapa Airport,Angola,Lucapa,-8.445727348,20.73208618,AO,,,,
LCA,Larnaca International Airport,Cyprus,Larnaca,34.875099,33.624901,CY,,,,
LCB,André Antônio Maggi Airport,Brazil,Pontes e Lacerda,-15.1934,-59.3848,BR,,,,
LCC,Lecce Galatina Air Base / Galatina Fortunato Cesari Airport,Italy,Galatina (LE),40.239201,18.133301,IT,,,,
LCD,Louis Trichardt Airport,South Africa,Louis Trichardt,-23.06189919,29.864700317382812,ZA,,,,
LCE,Goloson International Airport,Honduras,La Ceiba,15.7425,-86.852997,HN,,,,
LCF,Las Vegas Airport,Guatemala,Rio Dulce,15.668363,-88.961763,GT,,,,
LCG,A Coruña Airport,Spain,Culleredo,43.302101,-8.37726,ES,,,,
LCH,Lake Charles Regional Airport,United States of America,Lake Charles,30.126100540161133,-93.22329712,US,,,,
LCI,Laconia Municipal Airport,United States of America,Laconia / Gilford,43.572701,-71.4189,US,,,,
LCJ,Łódź Władysław Reymont Airport,Poland,Łódź,51.721901,19.3981,PL,,,,
LCK,Rickenbacker International Airport,United States of America,Columbus,39.813801,-82.927803,US,,,,
LCL,La Coloma Airport,Cuba,Pinar del Rio,22.3361,-83.641899,CU,,,,
LCM,La Cumbre Airport,Argentina,La Cumbre,-31.0058,-64.531898,AR,,,,
LCO,Lague Airport,Republic of the Congo,Lague,-2.45,14.533,CG,,,,
LCP,Loncopue Airport,Argentina,Loncopue,-38.081902,-70.643898,AR,,,,
LCQ,Lake City Gateway Airport,United States of America,Lake City,30.181999,-82.576897,US,,,,
LCR,Virgilio Barco Vargas (La Chorrera) Airport,Colombia,La Chorrera,-1.456361,-72.801086,CO,,,,
LCV,Lucca-Tassignano Airport,Italy,Capannori (LU),43.825825,10.577928,IT,,,,
LCX,Longyan Guanzhishan Airport,China,Longyan,25.6747,116.747002,CN,,,,
LCY,London City Airport,United Kingdom,London,51.505299,0.055278,GB,,,,
LDA,Malda Airport,India,Malda,25.01018,88.126917,IN,,,,
LDB,Governador José Richa Airport,Brazil,Londrina,-23.333599,-51.1301,BR,,,,
LDC,Lindeman Island Airport,Australia,Lindeman Island,-20.45359993,149.0399933,AU,,,,
LDE,Tarbes-Lourdes-Pyrénées Airport,France,Tarbes/Lourdes/Pyrénées,43.178699,-0.006439,FR,,,,
LDG,Leshukonskoye Airport,Russia,Leshukonskoye,64.89600372,45.72299957,RU,,,,
LDH,Lord Howe Island Airport,Australia,Lord Howe Island,-31.538204,159.07546,AU,,,,
LDI,Lindi Airport,Tanzania,Lindi,-9.851005,39.75911,TZ,,,,
LDJ,Linden Airport,United States of America,Linden,51.594322,-113.480229,CA,,,,
LDK,Lidköping-Hovby Airport,Sweden,Lidköping,58.4655,13.1744,SE,,,,
LDM,Mason County Airport,United States of America,Ludington,38.9146,-82.098602,US,,,,
LDN,Lamidanda Airport,Nepal,Lamidanda,27.253099,86.669998,NP,,,,
LDO,Ladouanie Airport,Suriname,Aurora,4.376108283,-55.40705681,SR,,,,
LDS,Yichun Lindu Airport,China,Yichun,47.752056,129.019125,CN,,,,
LDU,Lahad Datu Airport,Malaysia,Lahad Datu,5.03241,118.32376,MY,,,,
LDV,Landivisiau Air Base,France,Landivisiau,48.5303,-4.15164,FR,,,,
LDW,Lansdowne Airport,Australia,Lansdowne Station,41.130501,-80.619598,US,,,,
LDX,Saint-Laurent-du-Maroni Airport,French Guiana,Saint-Laurent-du-Maroni,5.48306,-54.034401,GF,,,,
LDY,City of Derry Airport,United Kingdom,Derry,55.04280090332031,-7.161109924,GB,,,,
LDZ,Londolozi Airport,South Africa,Londolozi,-24.7478,31.4743,ZA,,,,
LEA,Learmonth Airport,Australia,Exmouth,-22.235201,114.090024,AU,,,,
LEB,Lebanon Municipal Airport,United States of America,Lebanon,43.626098632799994,-72.30419922,US,,,,
LEC,Coronel Horácio de Mattos Airport,Brazil,Lençóis,-12.4823,-41.277,BR,,,,
LED,Pulkovo Airport,Russia,St. Petersburg,59.800301,30.262501,RU,,,,
LEE,Leesburg International Airport,United States of America,Leesburg,28.82309914,-81.80870056,US,,,,
LEF,Lebakeng Airport,Lesotho,Lebakeng,-29.8908,28.6556,LS,,,,
LEH,Le Havre-Octeville Airport,France,Le Havre,49.534038,0.088406,FR,,,,
LEI,Almería Airport,Spain,Almería,36.843899,-2.3701,ES,,,,
LEJ,Leipzig/Halle Airport,Germany,Schkeuditz,51.420657,12.232705,DE,,,,
LEK,Tata Airport,Guinea,Labé,11.337512,-12.290869,GN,,,,
LEM,Lemmon Municipal Airport,United States of America,Lemmon,45.91870117,-102.1060028,US,,,,
LEN,León Airport,Spain,León,42.589001,-5.65556,ES,,,,
LEO,Lekoni Airport,Gabon,Lekoni,-1.5724,14.2878,GA,,,,
LEP,Leopoldina Airport,Brazil,Leopoldina,-21.468226,-42.727076,BR,,,,
LEQ,Land's End Airport,United Kingdom,Land's End,50.102798,-5.67056,GB,,,,
LES,Lesobeng Airport,Lesotho,Lesobeng,-29.755583,28.357054,LS,,,,
LET,Alfredo Vásquez Cobo International Airport,Colombia,Leticia,-4.19355,-69.9432,CO,,,,
LEU,Pirineus - la Seu d'Urgel Airport,Spain,La Seu d'Urgell Pyrenees and Andorra,42.3386,1.40917,ES,,,,
LEV,Levuka Airfield,Fiji,Bureta,-17.71109962,178.7590027,FJ,,,,
LEW,Auburn Lewiston Municipal Airport,United States of America,Auburn/Lewiston,44.04850006,-70.28350067,US,,,,
LEX,Blue Grass Airport,United States of America,Lexington,38.036499,-84.605904,US,,,,
LEY,Lelystad Airport,Netherlands,Lelystad,52.453188,5.514622,NL,,,,
LEZ,La Esperanza Airport,Honduras,La Esperanza,3.31229,-73.36607,CO,,,,
LFB,Lumbo Airport,Mozambique,Lumbo,-15.0331,40.6717,MZ,,,,
LFI,Langley Air Force Base,United States of America,Hampton,37.082901,-76.360497,US,,,,
LFK,Angelina County Airport,United States of America,Lufkin,31.23399925,-94.75,US,,,,
LFM,Lamerd Airport,Iran,Lamerd,27.3727,53.188801,IR,,,,
LFN,Triangle North Executive Airport,United States of America,Louisburg,36.0233,-78.330299,US,,,,
LFO,Kelafo East Airport,Ethiopia,Kelafo,5.6570000648498535,44.349998474121094,ET,,,,
LFP,Lakefield Airport,Australia,Lakefield,40.4841,-84.560097,US,,,,
LFQ,Linfen Yaodu Airport,China,Linfen (Yaodu),36.132629,111.641236,CN,,,,
LFT,Lafayette Regional Airport,United States of America,Lafayette,30.205299,-91.987602,US,,,,
LFW,Lomé–Tokoin International Airport,Togo,Lomé,6.16561,1.25451,TG,,,,
LGA,LaGuardia Airport,United States of America,New York,40.777199,-73.872597,US,,,,
LGB,Long Beach Airport (Daugherty Field),United States of America,Long Beach,33.816523,-118.149891,US,,,,
LGC,LaGrange Callaway Airport,United States of America,LaGrange,33.008873,-85.074331,US,,,,
LGD,La Grande/Union County Airport,United States of America,La Grande,45.29019928,-118.0070038,US,,,,
LGE,Mulan Airport,Australia,Lake Gregory,-20.1089,127.619,AU,,,,
LGF,Laguna Army Airfield,United States of America,Yuma Proving Ground(Yuma),32.86000061,-114.3970032,US,,,,
LGG,Liège Airport,Belgium,Grâce-Hollogne,50.638574,5.443897,BE,,,,
LGI,Deadman's Cay Airport,Bahamas,Deadman's Cay,23.17900085,-75.09359741,BS,,,,
LGK,Langkawi International Airport,Malaysia,Langkawi,6.329730033874512,99.72869873046875,MY,,,,
LGL,Long Lellang Airport,Malaysia,Long Datih,3.4210000038099997,115.1539993,MY,,,,
LGN,Linga Linga Airport,Papua New Guinea,Linga Linga,-5.531944444,149.7341667,PG,,,,
LGO,Langeoog Airport,Germany,Langeoog,53.742379,7.496345,DE,,,,
LGQ,Nueva Loja Airport,Ecuador,Lago Agrio,0.093056001,-76.86750031,EC,,,,
LGR,Cochrane Airport,Chile,Cochrane,49.10559844970703,-81.01360321,CA,,,,
LGS,Comodoro D.R. Salomón Airport,Argentina,Malargue,-35.493599,-69.574303,AR,,,,
LGU,Logan-Cache Airport,United States of America,Logan,41.79119873,-111.8519974,US,,,,
LGW,London Gatwick Airport,United Kingdom,Gatwick,51.148771,-0.192089,GB,,,,
LGX,Lugh Ganane Airport,Somalia,Luuq,3.8124,42.5459,SO,,,,
LGY,Lagunillas Airport,Venezuela,Lagunillas,-19.60000038,-63.65000153,BO,,,,
LGZ,Shannan Longzi Airport,China,Shannan,28.422422,92.348082,CN,,,,
LHA,Lahr Airport,Germany,Lahr/Schwarzwald,48.369301,7.82772,DE,,,,
LHE,Allama Iqbal International Airport,Pakistan,Lahore,31.521601,74.403603,PK,,,,
LHI,Lereh Airport,Indonesia,Lereh-Papua Island,-3.0795,139.952,ID,,,,
LHK,Guangzhou MR Air Base / Guanghua Airport,China,Xiangyang (Laohekou),32.38866,111.69425,CN,,,,
LHN,Linhares Municipal Airport,Brazil,Linhares,-19.355202,-40.07128,BR,,,,
LHR,London Heathrow Airport,United Kingdom,London,51.4706,-0.461941,GB,,,,
LHS,Las Heras Airport,Argentina,Las Heras,-46.538517,-68.965323,AR,,,,
LHU,Lianshulu Airport,Namibia,Lianshulu Lodge,-18.116495,23.39346,NA,,,,
LHV,William T. Piper Memorial Airport,United States of America,Lock Haven,41.13560104,-77.42230225,US,,,,
LHW,Lanzhou Zhongchuan International Airport,China,Lanzhou (Yongdeng),36.515202,103.620003,CN,,,,
LIA,Liangping Airport,China,Liangping,30.679399,107.786003,CN,,,,
LIB,Limbunya Airport,Australia,Limbunya,-17.23559952,129.8820038,AU,,,,
LIC,Limon Municipal Airport,United States of America,Limon,39.274799346900004,-103.6660004,US,,,,
LIE,Libenge Airport,Democratic Republic of the Congo,Libenge,3.626584,18.638477,CD,,,,
LIF,Lifou Airport,New Caledonia,Lifou,-20.774563,167.239328,NC,,,,
LIG,Limoges Airport,France,Limoges/Bellegarde,45.862801,1.17944,FR,,,,
LIH,Lihue Airport,United States of America,Lihue,21.976,-159.339005,US,,,,
LII,Mulia Airport,Indonesia,Mulia-Papua Island,-3.701938,137.957,ID,,,,
LIK,Likiep Airport,Marshall Islands,Likiep Island,9.82316,169.307999,MH,,,,
LIL,Lille Airport,France,Lesquin,50.563332,3.086886,FR,,,,
LIM,Jorge Chávez International Airport,Peru,Lima,-12.0219,-77.114305,PE,,,,
LIN,Milano Linate Airport,Italy,Segrate (MI),45.445099,9.27674,IT,,,,
LIO,Limon International Airport,Costa Rica,Puerto Limon,9.957960129,-83.02200317,CR,,,,
LIP,Lins Airport,Brazil,Lins,-21.663491,-49.729954,BR,,,,
LIQ,Lisala Airport,Democratic Republic of the Congo,Lisala,2.17066,21.496901,CD,,,,
LIR,Guanacaste Airport,Costa Rica,Liberia,10.5933,-85.544403,CR,,,,
LIS,Humberto Delgado Airport (Lisbon Portela Airport),Portugal,Lisbon,38.7813,-9.13592,PT,,,,
LIT,Bill & Hillary Clinton National Airport/Adams Field,United States of America,Little Rock,34.729582,-92.223728,US,,,,
LIV,Livengood Camp Airport,United States of America,Livengood,65.467,-148.6534,US,,,,
LIW,Loikaw Airport,Myanmar,Loikaw,19.691499710083008,97.21479797363281,MM,,,,
LIX,Likoma Island Airport,Malawi,Likoma Island,-12.079787,34.736253,MW,,,,
LIY,MidCoast Regional Airport at Wright Army Airfield,United States of America,Hinesville,31.891237,-81.561003,US,,,,
LIZ,Loring International Airport,United States of America,Limestone,46.950401,-67.885902,US,,,,
LJA,Lodja Airport,Democratic Republic of the Congo,Lodja,-3.462745,23.615162,CD,,,,
LJG,Lijiang Sanyi International Airport,China,Lijiang (Gucheng),26.68,100.246002,CN,,,,
LJN,Texas Gulf Coast Regional Airport,United States of America,Angleton,29.108601,-95.462097,US,,,,
LJU,Ljubljana Jože Pučnik Airport,Slovenia,Zgornji Brnik,46.223701,14.4576,SI,,,,
LKA,Larantuka Gewayentana Airport,Indonesia,Tiwatobi,-8.274424,123.002,ID,,,,
LKB,Lakeba Island Airport,Fiji,Lakeba Island,-18.19919968,-178.8170013,FJ,,,,
LKC,Lekana Airport,Republic of the Congo,Lekana,-2.313,14.606,CG,,,,
LKD,Lakeland Airport,Australia,Lakeland Downs,-15.841213,144.849118,AU,,,,
LKG,Lokichoggio Airport,Kenya,Lokichoggio,4.204120159,34.348201751708984,KE,,,,
LKH,Long Akah Airport,Malaysia,Long Akah,3.310909,114.785553,MY,,,,
LKI,Lasikin Airport,Indonesia,Lubang,2.410916,96.326766,ID,,,,
LKK,Kulik Lake Airport,United States of America,Kulik Lake,58.98210144,-155.1210022,US,,,,
LKL,Lakselv Airport,Norway,Lakselv,70.068802,24.973499,NO,,,,
LKM,Bolaang Mongondow Airport,Indonesia,Lolak,0.88855,124.033634,ID,,,,
LKN,Leknes Airport,Norway,Leknes,68.15249634,13.6093998,NO,,,,
LKO,Chaudhary Charan Singh International Airport,India,Lucknow,26.76059914,80.88929749,IN,,,,
LKP,Lake Placid Airport,United States of America,Lake Placid,44.26449966,-73.9618988,US,,,,
LKU,Lake Rudolf Airport,Kenya,Kalokol,3.416256,35.885468,KE,,,,
LKV,Lake County Airport,United States of America,Lakeview,42.161098480199996,-120.3990021,US,,,,
LKW,Lekhwair Airport,Oman,Lekhwair,22.804866,55.372801,OM,,,,
LKY,Lake Manyara Airport,Tanzania,Lake Manyara National Park,-3.37631,35.818298,TZ,,,,
LKZ,RAF Lakenheath,United Kingdom,Brandon,52.40954,0.561161,GB,,,,
LLA,Luleå Airport,Sweden,Luleå,65.5438,22.122,SE,,,,
LLB,Libo Airport,China,Qiannan (Libo),25.4525,107.961667,CN,,,,
LLC,Cagayan North International Airport,Philippines,Lal-lo,18.182388,121.745853,PH,,,,
LLF,Yongzhou Lingling Airport,China,Yongzhou,26.338661,111.610043,CN,,,,
LLG,Chillagoe Airport,Australia,Chillagoe,-17.138386,144.528494,AU,,,,
LLH,La Lima - Reginaldo Hammer Airport,Honduras,La Lima,15.442801,-87.898564,HN,,,,
LLI,Lalibella Airport,Ethiopia,Lalibela,11.975000381469727,38.97999954223633,ET,,,,
LLK,Lankaran International Airport,Azerbaijan,Lankaran,38.757919,48.807042,AZ,,,,
LLL,Lissadell Airport,Australia,Lissadell Station,-16.661,128.594,AU,,,,
LLN,Kelila Airport,Indonesia,Kelila,-3.728968,138.710117,ID,,,,
LLO,Bua - Palopo Lagaligo Airport,Indonesia,Palopo,-3.082997,120.245018,ID,,,,
LLS,Alferez Armando Rodriguez Airport,Argentina,Las Lomitas,-24.721399,-60.548801,AR,,,,
LLV,Lüliang Dawu Airport,China,Lüliang,37.683333,111.142778,CN,,,,
LLW,Lilongwe International Airport,Malawi,Lilongwe,-13.7894001,33.78099823,MW,,,,
LLX,Caledonia County Airport,United States of America,Lyndonville,44.56909943,-72.01799774,US,,,,
LLY,South Jersey Regional Airport,United States of America,Lumberton,39.942902,-74.845703,US,,,,
LMA,Minchumina Airport,United States of America,Minchumina,63.886002,-152.302002,US,,,,
LMB,Salima Airport,Malawi,Salima,-13.755893,34.584188,MW,,,,
LMC,La Macarena Airport,Colombia,La Macarena,3.980556,-76.249167,CO,,,,
LMD,Los Menucos Airport,Argentina,Los Menucos,-40.817699,-68.074699,AR,,,,
LME,Le Mans-Arnage Airport,France,Le Mans,47.948604,0.201702,FR,,,,
LMI,Lumi Airport,Papua New Guinea,Lumi,-3.476839511,142.0412922,PG,,,,
LML,Lae Island Airport,Marshall Islands,Lae Island,8.92111,166.264999,MH,,,,
LMM,Valle del Fuerte International Airport,Mexico,Los Mochis,25.685447,-109.081055,MX,,,,
LMN,Limbang Airport,Malaysia,Limbang,4.808300018310547,115.01000213623047,MY,,,,
LMO,RAF Lossiemouth,United Kingdom,Lossiemouth,57.7052002,-3.339169979,GB,,,,
LMP,Lampedusa Airport,Italy,Lampedusa,35.497898,12.6181,IT,,,,
LMQ,Marsa al Brega Airport,Libya,Marsa al Brega,30.378099,19.576401,LY,,,,
LMR,Lime Acres Finsch Mine Airport,South Africa,Lime Acres,-28.36009979,23.43910026550293,ZA,,,,
LMS,Louisville Winston County Airport,United States of America,Louisville,33.14619827,-89.0625,US,,,,
LMT,Crater Lake-Klamath Regional Airport,United States of America,Klamath Falls,42.156101,-121.733002,US,,,,
LMY,Lake Murray Airport,Papua New Guinea,Lake Murray,-7.00992012,141.4940033,PG,,,,
LMZ,Palma Airport,Mozambique,Palma,-10.7506,40.4702,MZ,,,,
LNA,Palm Beach County Park Airport,United States of America,West Palm Beach,26.59300041,-80.08509827,US,,,,
LNB,Lamen Bay Airport,Vanuatu,Lamen Bay,-16.58419991,168.1589966,VU,,,,
LND,Hunt Field,United States of America,Lander,42.815201,-108.730003,US,,,,
LNE,Lonorore Airport,Vanuatu,Lonorore,-15.86559963,168.1719971,VU,,,,
LNG,Lese Airport,Papua New Guinea,Lese,-8.2799,146.2765,PG,,,,
LNH,Lake Nash Airport,Australia,Alpurrurulam,-20.9807,137.9178,AU,,,,
LNI,Point Lonely Short Range Radar Site Airfield,United States of America,Point Lonely,70.911118,-153.237766,US,,,,
LNJ,Lincang Boshang Airport,China,Lincang,23.7381,100.025002,CN,,,,
LNK,Lincoln Airport,United States of America,Lincoln,-34.8911,-61.5306,AR,,,,
LNL,Longnan Chengzhou Airport,China,Longnan (Cheng),33.789918,105.790014,CN,,,,
LNN,Lake County Executive Airport,United States of America,Willoughby,41.683998,-81.389702,US,,,,
LNO,Leonora Airport,Australia,Leonora,-28.87809944,121.31500244140625,AU,,,,
LNP,Lonesome Pine Airport,United States of America,Wise,36.98749924,-82.52999878,US,,,,
LNR,Tri-County Regional Airport,United States of America,Spring Green,43.2099,-90.181332,US,,,,
LNS,Lancaster Airport,United States of America,Lancaster,32.577564,-96.717494,US,,,,
LNU,Robert Atty Bessing,Indonesia,Malinau,3.575278,116.619722,ID,,,,
LNV,Londolovit Airport,Papua New Guinea,Londolovit,-3.043610096,152.6289978,PG,,,,
LNX,Smolensk North Airport,Russia,Smolensk,54.824,32.025,RU,,,,
LNY,Lanai Airport,United States of America,Lanai City,20.785675,-156.951324,US,,,,
LNZ,Linz-Hörsching Airport / Vogler Air Base,Austria,Linz,48.2332,14.1875,AT,,,,
LOB,San Rafael Airport,Chile,Los Andes,38.01689910888672,-122.5210037,US,,,,
LOC,Lock Airport,Australia,Lock,-33.5442009,135.6929931640625,AU,,,,
LOD,Longana Airport,Vanuatu,Longana,-15.30669975,167.9669952,VU,,,,
LOH,Ciudad de Catamayo Airport,Ecuador,La Toma (Catamayo),-3.995606,-79.371902,EC,,,,
LOI,Helmuth Baungarten Airport,Brazil,Lontras,-27.15999985,-49.54249954,BR,,,,
LOK,Lodwar Airport,Kenya,Lodwar,3.12197,35.6087,KE,,,,
LOL,Derby Field,United States of America,Lovelock,-36.6128,144.0186,AU,,,,
LOM,Francisco Primo de Verdad y Ramos Airport,Mexico,Lagos de Moreno,21.258983,-101.943758,MX,,,,
LOO,Laghouat - Molay Ahmed Medeghri Airport,Algeria,Laghouat,33.7644,2.92834,DZ,,,,
LOP,Lombok International Airport,Indonesia,Mataram,-8.757792,116.275435,ID,,,,
LOQ,Lobatse Airport,Botswana,Lobatse,-25.1981,25.7139,BW,,,,
LOS,Murtala Muhammed International Airport,Nigeria,Lagos,6.5773701667785645,3.321160078048706,NG,,,,
LOT,Lewis University Airport,United States of America,Chicago/Romeoville,41.6072998,-88.09619904,US,,,,
LOU,Bowman Field,United States of America,Louisville,40.33509826660156,-83.13600159,US,,,,
LOV,Monclova International Airport,Mexico,Monclova,26.9557,-101.470001,MX,,,,
LOW,Louisa County Airport / Freeman Field,United States of America,Louisa,38.0098,-77.9701,US,,,,
LOY,Loyengalani Airport,Kenya,Loyengalani,2.75,36.716999,KE,,,,
LOZ,London-Corbin Airport/Magee Field,United States of America,London,37.0821991,-84.0848999,US,,,,
