IATA,Airport name,Country,City,lat,long,code,,,,
CLI,Clintonville Municipal Airport,United States of America,Clintonville,44.613800048799995,-88.73130035,US,,,,
CLJ,Cluj Avram Iancu International Airport,Romania,Cluj-Napoca,46.787425,23.684292,RO,,,,
CLK,Clinton Regional Airport,United States of America,Clinton,35.5383,-98.932701,US,,,,
CLL,Easterwood Field,United States of America,College Station,30.58860016,-96.36380005,US,,,,
CLM,William R Fairchild International Airport,United States of America,Port Angeles,48.120201,-123.5,US,,,,
CLN,Brig. Lysias Augusto Rodrigues Airport,Brazil,Carolina,-7.32044,-47.458698,BR,,,,
CLO,Alfonso Bonilla Aragon International Airport,Colombia,Cali,3.54322,-76.3816,CO,,,,
CLP,Clarks Point Airport,United States of America,Clarks Point,58.833698,-158.529007,US,,,,
CLR,Cliff Hatfield Memorial Airport,United States of America,Calipatria,33.131500244099996,-115.5210037,US,,,,
CLS,Chehalis Centralia Airport,United States of America,Chehalis,46.676998,-122.983002,US,,,,
CLT,Charlotte Douglas International Airport,United States of America,Charlotte,35.2140007,-80.94309998,US,,,,
CLU,Columbus Municipal Airport,United States of America,Columbus,48.898602,-102.792,US,,,,
CLV,Nelson Ribeiro Guimarães Airport,Brazil,Caldas Novas,-17.725096,-48.606324,BR,,,,
CLW,Clearwater Air Park,United States of America,Clearwater,27.97669983,-82.75869751,US,,,,
CLX,Aeródromo de Clorinda,Argentina,Clorinda,-25.3036,-57.7344,AR,,,,
CLY,Calvi-Sainte-Catherine Airport,France,Calvi/Sainte-Catherine,42.524444,8.793056,FR,,,,
CLZ,Calabozo Airport,Venezuela,Guarico,8.924656,-67.417091,VE,,,,
CMB,Bandaranaike International Colombo Airport,Sri Lanka,Colombo,7.180759906768799,79.88410186767578,LK,,,,
CMC,Camocim - Pinto Martins Airport,Brazil,Camocim,-2.895596,-40.859299,BR,,,,
CME,Ciudad del Carmen International Airport,Mexico,Ciudad del Carmen,18.65369987487793,-91.7990036,MX,,,,
CMF,Chambéry Savoie Mont Blanc Airport,France,Viviers-du-Lac,45.6381,5.88023,FR,,,,
CMG,Corumbá International Airport,Brazil,Corumbá,-19.01193,-57.672772,BR,,,,
CMH,John Glenn Columbus International Airport,United States of America,Columbus,39.998001,-82.891899,US,,,,
CMI,University of Illinois Willard Airport,United States of America,Savoy,40.039819,-88.276249,US,,,,
CMJ,Qimei Airport,Taiwan,Qimei,23.213127,119.417539,TW,,,,
CMK,Club Makokola Airport,Malawi,Club Makokola,-14.306483,35.131477,MW,,,,
CMM,Carmelita Airport,Guatemala,Carmelita,17.461201,-90.053703,GT,,,,
CMN,Mohammed V International Airport,Morocco,Casablanca,33.3675,-7.58997,MA,,,,
CMO,Hobyo Airport,Somalia,Hobyo,5.358003,48.515281,SO,,,,
CMR,Colmar-Houssen Airport,France,Colmar,48.109901,7.35901,FR,,,,
CMS,Iskushuban Airport,Somalia,Iskushuban,10.313889,50.205556,SO,,,,
CMT,New Cametá Airport,Brazil,Cametá,-2.2468,-49.56,BR,,,,
CMU,Chimbu Airport,Papua New Guinea,Kundiawa,-6.024290085,144.9709930419922,PG,,,,
CMW,Ignacio Agramonte International Airport,Cuba,Camaguey,21.420299530029297,-77.84750366,CU,,,,
CMX,Houghton County Memorial Airport,United States of America,Hancock,47.168399810791016,-88.4890976,US,,,,
CMY,Sparta Fort McCoy Airport,United States of America,Sparta,43.958009,-90.737886,US,,,,
CMZ,Caia Airport,Mozambique,Caia,-17.8331,35.3341,MZ,,,,
CNA,Cananea National Airport,Mexico,Cananea,31.06615,-110.097878,MX,,,,
CND,Mihail Kogălniceanu International Airport,Romania,Mihail Kogălniceanu,44.362202,28.4883,RO,,,,
CNE,Fremont County Airport,United States of America,Penrose,38.429739,-105.108562,US,,,,
CNF,Tancredo Neves International Airport,Brazil,Belo Horizonte,-19.63571,-43.966928,BR,,,,
CNG,Cognac-Châteaubernard (BA 709) Air Base,France,Cognac/Châteaubernard,45.658298,-0.3175,FR,,,,
CNH,Claremont Municipal Airport,United States of America,Claremont,43.37039948,-72.36869812,US,,,,
CNI,Changhai Airport,China,Dalian (Changhai),39.266667,122.666944,CN,,,,
CNJ,Cloncurry Airport,Australia,Cloncurry,-20.66860008,140.5039978,AU,,,,
CNK,Blosser Municipal Airport,United States of America,Concordia,39.549301147499996,-97.65229797,US,,,,
CNL,Sindal Airport,Denmark,Sindal,57.503502,10.2294,DK,,,,
CNM,Cavern City Air Terminal,United States of America,Carlsbad,32.337501525878906,-104.2630005,US,,,,
CNN,Kannur International Airport,India,Kannur,11.918614,75.547211,IN,,,,
CNO,Chino Airport,United States of America,Chino,33.97470093,-117.637001,US,,,,
CNP,Neerlerit Inaat Airport,Greenland,Neerlerit Inaat,70.743103,-22.650499,GL,,,,
CNQ,Corrientes Airport,Argentina,Corrientes,-27.4455,-58.7619,AR,,,,
CNR,Chañaral Airport,Chile,Chañaral,-26.3325,-70.6073,CL,,,,
CNS,Cairns International Airport,Australia,Cairns,-16.88579941,145.7550049,AU,,,,
CNT,Charata Airport,Argentina,Charata,-27.2164,-61.2103,AR,,,,
CNU,Chanute Martin Johnson Airport,United States of America,Chanute,37.668173,-95.486727,US,,,,
CNV,Sócrates Rezende Airport,Brazil,Canavieiras,-15.66699982,-38.95470047,BR,,,,
CNW,TSTC Waco Airport,United States of America,Waco,31.641129,-97.073335,US,,,,
CNX,Chiang Mai International Airport,Thailand,Chiang Mai,18.766799926799997,98.96260071,TH,,,,
CNY,Canyonlands Regional Airport,United States of America,Moab,38.755001,-109.754997,US,,,,
CNZ,Cangamba Airport,Angola,Cangamba,-13.7106,19.861099,AO,,,,
COA,Columbia Airport,United States of America,Columbia,41.318802,-81.960197,US,,,,
COB,Coolibah Airport,Australia,Coolibah,-15.54829979,130.96200561523438,AU,,,,
COC,Comodoro Pierrestegui Airport,Argentina,Concordia,-31.2969,-57.9966,AR,,,,
COD,Yellowstone Regional Airport,United States of America,Cody,44.520199,-109.024002,US,,,,
COE,Coeur D'Alene Airport - Pappy Boyington Field,United States of America,Coeur d'Alene,47.7743,-116.82,US,,,,
COF,Patrick Space Force Base,United States of America,Cocoa Beach,28.2349,-80.6101,US,,,,
COG,Mandinga Airport,Colombia,Condoto,9.454635,-79.086507,PA,,,,
COH,Cooch Behar Airport,India,Cooch Behar,26.3305,89.467201,IN,,,,
COI,Merritt Island Airport,United States of America,Merritt Island,28.341600418099997,-80.6855011,US,,,,
COK,Cochin International Airport,India,Kochi,10.152,76.401901,IN,,,,
COL,Coll Airport,United Kingdom,Coll Island,56.601898,-6.61778,GB,,,,
COM,Coleman Municipal Airport,United States of America,Coleman,31.841100692699996,-99.4036026,US,,,,
CON,Concord Municipal Airport,United States of America,Concord,43.20270157,-71.50229645,US,,,,
COO,Cadjehoun Airport,Benin,Cotonou,6.357230186462402,2.384350061416626,BJ,,,,
COP,Cooperstown-Westville Airport,United States of America,Cooperstown,42.629552,-74.890445,US,,,,
COR,Ingeniero Ambrosio Taravella Airport,Argentina,Cordoba,-31.323601,-64.208,AR,,,,
COS,City of Colorado Springs Municipal Airport,United States of America,Colorado Springs,38.805801,-104.700996,US,,,,
COT,Cotulla-La Salle County Airport,United States of America,Cotulla,28.45669937,-99.22029877,US,,,,
COU,Columbia Regional Airport,United States of America,Columbia,38.8181,-92.219597,US,,,,
COV,Çukurova International Airport,Turkey,Tarsus,36.890908,35.070522,TR,,,,
COW,Tambillos Airport,Chile,Coquimbo,-30.198889,-71.246944,CL,,,,
COY,Coolawanyah Airport,Australia,Coolawanyah Station,-21.7946,117.755,AU,,,,
COZ,Constanza - Expedición 14 de Junio National Airport,Dominican Republic,Costanza,18.907499,-70.721901,DO,,,,
CPA,Cape Palmas Airport,Liberia,Harper,4.3790202140808105,-7.696949959,LR,,,,
CPB,Capurganá Airport,Colombia,Acandí,8.632169,-77.350262,CO,,,,
CPC,Aviador C. Campos Airport,Argentina,Chapelco/San Martin de los Andes,-40.075401,-71.137299,AR,,,,
CPD,Coober Pedy Airport,Australia,Coober Pedy,-29.038312,134.722166,AU,,,,
CPE,Ingeniero Alberto Acuña Ongay International Airport,Mexico,Campeche,19.816799163800003,-90.50029755,MX,,,,
CPF,Ngloram Airport,Indonesia,Tjepu-Java Island,-7.194841667,111.5481667,ID,,,,
CPG,Carmen de Patagones Airport,Argentina,Carmen de Patagones,-40.7781,-62.9803,AR,,,,
CPH,Copenhagen Kastrup Airport,Denmark,Copenhagen,55.61790085,12.65600014,DK,,,,
CPL,General Navas Pardo Airport,Colombia,Chaparral,3.724293,-75.465785,CO,,,,
CPM,Compton Woodley Airport,United States of America,Compton,33.88999939,-118.2440033,US,,,,
CPN,Cape Rodney Airport,Papua New Guinea,Cape Rodney,-10.179823,148.3790302,PG,,,,
CPO,Desierto de Atacama Airport,Chile,Copiapo,-27.26119995,-70.77919769,CL,,,,
CPP,Coposa Airport,Chile,Pica,-20.7505,-68.683502,CL,,,,
CPR,Casper-Natrona County International Airport,United States of America,Casper,42.908001,-106.463997,US,,,,
CPS,St Louis Downtown Airport,United States of America,Cahokia/St Louis,38.570701599100005,-90.15619659,US,,,,
CPT,Cape Town International Airport,South Africa,Cape Town,-33.96480179,18.60169983,ZA,,,,
CPU,Cururupu Airport,Brazil,Cururupu,-1.820006,-44.864065,BR,,,,
CPV,Presidente João Suassuna Airport,Brazil,Campina Grande,-7.269662,-35.896057,BR,,,,
CPX,Benjamin Rivera Noriega Airport,Puerto Rico,Culebra,18.312954,-65.303893,PR,,,,
CQA,Canarana Airport,Brazil,Canarana,-13.574444,-52.270557,BR,,,,
CQD,Shahrekord Airport,Iran,Shahrekord,32.29719925,50.842201232899995,IR,,,,
CQF,Calais-Dunkerque Airport,France,Marck,50.962101,1.95476,FR,,,,
CQM,Ciudad Real International Airport,Spain,Ciudad Real,38.856479,-3.969944,ES,,,,
CQS,Costa Marques Airport,Brazil,Costa Marques,-12.4211,-64.251602,BR,,,,
CQT,Caquetania Airport,Colombia,Caquetania,2.033333,-74.216667,CO,,,,
CQW,Chongqing Xiannüshan Airport,China,Wulong,29.465658,107.693664,CN,,,,
CRA,Craiova International Airport,Romania,Craiova,44.3181,23.888599,RO,,,,
CRC,Santa Ana Airport,Colombia,Cartago,-10.847994,162.454108,SB,,,,
CRD,General E. Mosconi Airport,Argentina,Comodoro Rivadavia,-45.7853,-67.4655,AR,,,,
CRE,Grand Strand Airport,United States of America,North Myrtle Beach,33.81169891,-78.72389984,US,,,,
CRF,Carnot Airport,Central African Republic,Carnot,4.936999797821045,15.894000053405762,CF,,,,
CRG,Jacksonville Executive at Craig Airport,United States of America,Jacksonville,30.3362999,-81.51439667,US,,,,
CRH,Cherrabah Airport,Australia,Cherrabah Homestead Resort,-28.4301,152.08895,AU,,,,
CRI,Colonel Hill Airport,Bahamas,Colonel Hill,22.7456,-74.182404,BS,,,,
CRJ,Coorabie Airport,Australia,Coorabie,-31.89439964,132.29600524902344,AU,,,,
CRK,Clark International Airport / Clark Air Base,Philippines,Mabalacat,15.186,120.559998,PH,,,,
CRL,Brussels South Charleroi Airport,Belgium,Charleroi,50.460982,4.457158,BE,,,,
CRM,Catarman National Airport,Philippines,Catarman,12.50161,124.635258,PH,,,,
CRO,Corcoran Airport,United States of America,Corcoran,36.102502,-119.595001,US,,,,
CRP,Corpus Christi International Airport,United States of America,Corpus Christi,27.770399,-97.501198,US,,,,
CRQ,Caravelas Airport,Brazil,Caravelas,-17.6523,-39.253101,BR,,,,
CRR,Ceres Airport,Argentina,Ceres,-33.316594,19.426676,ZA,,,,
CRS,C David Campbell Field Corsicana Municipal Airport,United States of America,Corsicana,32.02809906,-96.40059662,US,,,,
CRT,Z M Jack Stell Field,United States of America,Crossett,33.17829895,-91.88020325,US,,,,
CRU,Lauriston Airport,Grenada,Carriacou Island,12.4761,-61.472801,GD,,,,
CRV,Crotone Sant'Anna Pythagoras Airport,Italy,Isola di Capo Rizzuto (KR),38.9972,17.0802,IT,,,,
CRW,Yeager Airport,United States of America,Charleston,38.3731,-81.593201,US,,,,
CRX,Roscoe Turner Airport,United States of America,Corinth,34.91500092,-88.60350037,US,,,,
CRY,Carlton Hill Airport,Australia,Carlton Hill,-15.50189972,128.53399658203125,AU,,,,
CRZ,Türkmenabat International Airport,Turkmenistan,Türkmenabat,38.930662,63.563982,TM,,,,
CSA,Colonsay Airstrip,United Kingdom,Colonsay,56.057499,-6.24306,GB,,,,
CSB,Caransebeş Airport,Romania,Caransebeş,45.420142,22.252507,RO,,,,
CSC,Mojica Airport,Costa Rica,Cañas,10.4307003,-85.17459869,CR,,,,
CSD,Cresswell Downs Airport,Australia,Cresswell Downs,-17.94799995,135.91600036621094,AU,,,,
CSE,Crested Butte Airpark,United States of America,Crested Butte,38.851918,-106.928341,US,,,,
CSF,Creil Air Base,France,Creil,49.253502,2.51914,FR,,,,
CSG,Columbus Metropolitan Airport,United States of America,Columbus,32.516300201416016,-84.93890381,US,,,,
CSH,Solovki Airport,Russia,Solovetsky Islands,65.029999,35.733334,RU,,,,
CSK,Cap Skirring Airport,Senegal,Cap Skirring,12.39533,-16.748,SN,,,,
CSM,Clinton Sherman Airport,United States of America,Clinton,35.33980179,-99.20050049,US,,,,
CSN,Carson Airport,United States of America,Carson City,39.1922,-119.734001,US,,,,
CSO,Cochstedt Airport,Germany,Hecklingen,51.8564,11.4203,DE,,,,
CSQ,Creston Municipal Airport,United States of America,Creston,41.021400451699996,-94.36329651,US,,,,
CSR,Casuarito Airport,Colombia,Casuarito,5.833333,-68.133333,CO,,,,
CSS,Cassilândia Airport,Brazil,Cassilândia,-19.146861,-51.676941,BR,,,,
CSU,Santa Cruz do Sul Airport,Brazil,Santa Cruz Do Sul,-29.684099,-52.412201,BR,,,,
CSV,Crossville Memorial Airport Whitson Field,United States of America,Crossville,35.95131,-85.08499,US,,,,
CSX,Changsha Huanghua International Airport,China,Changsha (Changsha),28.189199,113.220001,CN,,,,
CSY,Cheboksary Airport,Russia,Cheboksary,56.090301513671875,47.34730148,RU,,,,
CSZ,Brigadier D.H.E. Ruiz Airport,Argentina,Coronel Suarez,-37.446098,-61.889301,AR,,,,
CTA,Catania-Fontanarossa Airport,Italy,Catania,37.466801,15.0664,IT,,,,
CTB,Cut Bank International Airport,United States of America,Cut Bank,48.608657,-112.378183,US,,,,
CTC,Coronel Felipe Varela International Airport,Argentina,Catamarca,-28.593117,-65.7512,AR,,,,
CTD,Alonso Valderrama Airport,Panama,Chitré,7.98784,-80.409837,PA,,,,
CTF,Coatepeque Airport,Guatemala,Coatepeque,14.6942,-91.8825,GT,,,,
CTG,Rafael Nuñez International Airport,Colombia,Cartagena,10.4424,-75.513,CO,,,,
CTH,Chester County G O Carlson Airport,United States of America,Coatesville,39.97900009,-75.8655014,US,,,,
CTI,Cuito Cuanavale Airport,Angola,Cuito Cuanavale,-15.1603,19.156099,AO,,,,
CTK,Canton Municipal Airport,United States of America,Canton,43.308842,-96.571225,US,,,,
CTL,Charleville Airport,Australia,Charleville,-26.41329956,146.2619934,AU,,,,
CTO,Calverton Executive Airpark,United States of America,Calverton,40.9151,-72.791901,US,,,,
CTQ,Santa Vitória do Palmar Airport,Brazil,Santa Vitória do Palmar,-33.502038,-53.344911,BR,,,,
CTS,New Chitose Airport,Japan,Sapporo,42.7752,141.692001,JP,,,,
CTT,Le Castellet Airport,France,Le Castellet,43.252499,5.78519,FR,,,,
CTU,Chengdu Shuangliu International Airport,China,Chengdu (Shuangliu),30.558257,103.945966,CN,,,,
CTX,Cortland County Chase Field,United States of America,Cortland,42.59260178,-76.21489716,US,,,,
CTY,Cross City Airport,United States of America,Cross City,29.63549995,-83.10479736,US,,,,
CTZ,Sampson County Airport,United States of America,Clinton,34.9756012,-78.36460114,US,,,,
CUA,Ciudad Constitución National Airport,Mexico,Comondú,25.053801,-111.614998,MX,,,,
CUB,Jim Hamilton L.B. Owens Airport,United States of America,Columbia,33.97050095,-80.99520111,US,,,,
CUC,Camilo Daza International Airport,Colombia,Cúcuta,7.92757,-72.5115,CO,,,,
CUD,Caloundra Airport,Australia,Caloundra,-26.80336,153.104975,AU,,,,
CUE,Mariscal Lamar Airport,Ecuador,Cuenca,-2.88947,-78.984398,EC,,,,
CUF,Cuneo International Airport,Italy,Levaldigi (CN),44.547001,7.62322,IT,,,,
CUH,Cushing Municipal Airport,United States of America,Cushing,35.950496,-96.772371,US,,,,
CUI,Currillo Airport,Colombia,Currillo,4.666667,-72,CO,,,,
CUJ,Culion Airport,Philippines,Culion,11.8553,119.9378,PH,,,,
CUK,Caye Caulker Airport,Belize,Caye Caulker,17.735015,-88.032862,BZ,,,,
CUL,Bachigualato Federal International Airport,Mexico,Culiacán,24.76504,-107.475228,MX,,,,
CUO,Carurú Airport,Colombia,Carurú,1.013822,-71.297343,CO,,,,
CUP,General Francisco Bermúdez Airport,Venezuela,Carúpano,10.660014,-63.261681,VE,,,,
CUQ,Coen Airport,Australia,Coen,-13.761133,143.113311,AU,,,,
CUR,Hato International Airport,Curacao,Willemstad,12.1889,-68.959801,CW,,,,
CUT,Cutral-Co Airport,Argentina,Cutral-Co,-38.939701,-69.264603,AR,,,,
CUU,General Roberto Fierro Villalobos International Airport,Mexico,Chihuahua,28.702899932900003,-105.9649963,MX,,,,
CUV,Casigua El Cubo Airport,Venezuela,Casigua El Cubo,8.75814,-72.536301,VE,,,,
CUZ,Alejandro Velasco Astete International Airport,Peru,Cusco,-13.53569984,-71.938797,PE,,,,
CVB,Chungribu Airport,Papua New Guinea,Chungribu,-4.80662,144.714996,PG,,,,
CVE,Coveñas Airport,Colombia,Coveñas,9.40092,-75.6913,CO,,,,
CVF,Courchevel Altiport,France,Saint-Bon,45.397531,6.63498,FR,,,,
CVG,Cincinnati Northern Kentucky International Airport,United States of America,Cincinnati / Covington,39.048801,-84.667801,US,,,,
CVH,Caviahue Airport,Argentina,Lafontaine,-37.851398,-71.009201,AR,,,,
CVI,Caleta Olivia Airport,Argentina,Caleta Olivia,-46.37428,-67.59409,AR,,,,
CVM,General Pedro Jose Mendez International Airport,Mexico,Ciudad Victoria,23.70330048,-98.95649719,MX,,,,
CVN,Clovis Municipal Airport,United States of America,Clovis,34.426594,-103.078794,US,,,,
CVO,Corvallis Municipal Airport,United States of America,Corvallis,44.49720001,-123.2900009,US,,,,
CVQ,Carnarvon Airport,Australia,Carnarvon,-30.9886,22.131701,ZA,,,,
CVS,Cannon Air Force Base,United States of America,Clovis,34.382801,-103.321999,US,,,,
CVT,Coventry Airport,United Kingdom,Coventry,52.369701,-1.47972,GB,,,,
CVU,Corvo Airport,Portugal,Corvo,39.671501,-31.1136,PT,,,,
CWA,Central Wisconsin Airport,United States of America,Mosinee,44.777448,-89.670238,US,,,,
CWB,Afonso Pena Airport,Brazil,Curitiba,-25.5285,-49.1758,BR,,,,
CWC,Chernivtsi International Airport,Ukraine,Chernivtsi,48.259300231933594,25.98080062866211,UA,,,,
CWF,Chennault International Airport,United States of America,Lake Charles,30.2106,-93.143204,US,,,,
CWI,Clinton Municipal Airport,United States of America,Clinton,35.597801,-92.451599,US,,,,
CWJ,Cangyuan Washan Airport,China,Lincang (Cangyuan),23.276331,99.373169,CN,,,,
CWL,Cardiff International Airport,United Kingdom,Rhoose,51.396702,-3.34333,GB,,,,
CWP,Campbellpore Airport,Pakistan,Campbellpore,33.766700744628906,72.36689758300781,PK,,,,
CWS,Center Island Airport,United States of America,Center Island,48.490046,-122.831612,US,,,,
CWX,Cochise County Airport,United States of America,Willcox,32.245399,-109.894997,US,,,,
CXB,Cox's Bazar Airport,Bangladesh,Cox's Bazar,21.452199935913086,91.96389770507812,BD,,,,
CXC,Chitina Airport,United States of America,Chitina,61.582901,-144.427002,US,,,,
CXF,Coldfoot Airport,United States of America,Coldfoot,67.25219726559999,-150.2039948,US,,,,
CXI,Cassidy International Airport,Kiribati,Kiritimati,1.986278,-157.350011,KI,,,,
CXJ,Hugo Cantergiani Regional Airport,Brazil,Caxias Do Sul,-29.197183,-51.187647,BR,,,,
CXL,Calexico International Airport,United States of America,Calexico,32.66949844,-115.5130005,US,,,,
CXM,Camaxilo Airport,Angola,Camaxilo,-8.37361,18.923599,AO,,,,
CXN,Qandala Airport,Somalia,Qandala,11.495627,49.909816,SO,,,,
CXO,Conroe-North Houston Regional Airport,United States of America,Houston,30.351801,-95.414497,US,,,,
CXP,Tunggul Wulung Airport,Indonesia,Cilacap,-7.64506,109.033997,ID,,,,
CXQ,Christmas Creek Station Airport,Australia,Wangkat Jungka,-18.8728,125.934,AU,,,,
CXR,Cam Ranh International Airport / Cam Ranh Air Base,Vietnam,Cam Ranh,11.9982,109.219002,VN,,,,
CXY,Cat Cay Airport,Bahamas,North Cat Cay,25.554425,-79.275404,BS,,,,
CYA,Les Cayes Airport,Haiti,Les Cayes,18.271099090576172,-73.78829956,HT,,,,
CYB,Charles Kirkconnell International Airport,Cayman Islands,West End,19.687,-79.882797,KY,,,,
CYC,Caye Chapel Airport,Belize,Caye Chapel,17.683792,-88.044985,BZ,,,,
CYD,San Ignacio Town (Maya Flats) Airstrip,Belize,Maya Flats,17.104872,-89.101129,BZ,,,,
CYF,Chefornak Airport,United States of America,Chefornak,60.136667,-164.279167,US,,,,
CYI,Chiayi Airport,Taiwan,Chiayi City,23.462577,120.390544,TW,,,,
CYL,Coyoles Airport,Honduras,Coyoles,15.445556,-86.675278,HN,,,,
CYO,Vilo Acuña International Airport,Cuba,Cayo Largo del Sur,21.61650085,-81.54599762,CU,,,,
CYP,Calbayog Airport,Philippines,Calbayog City,12.072699546813965,124.54499816894531,PH,,,,
CYR,Colonia Laguna de Los Patos International Airport,Uruguay,Colonia del Sacramento,-34.456402,-57.770599,UY,,,,
CYS,Cheyenne Regional Jerry Olson Field,United States of America,Cheyenne,41.155701,-104.811997,US,,,,
CYT,Yakataga Airport,United States of America,Yakataga,60.080974,-142.494541,US,,,,
CYU,Cuyo Airport,Philippines,Cuyo,10.8581,121.069,PH,,,,
CYX,Cherskiy Airport,Russia,Cherskiy,68.74060059,161.33799743652344,RU,,,,
CYZ,Cauayan Airport,Philippines,Cauayan City,16.92989922,121.7529984,PH,,,,
CZB,Carlos Ruhl Airport,Brazil,Cruz Alta,-28.657934,-53.610095,BR,,,,
CZC,Copper Center 2 Airport,United States of America,Copper Center,61.943713,-145.299398,US,,,,
CZE,José Leonardo Chirinos Airport,Venezuela,Coro,11.414944,-69.680901,VE,,,,
CZF,Cape Romanzof LRRS Airport,United States of America,Cape Romanzof,61.78030014,-166.0390015,US,,,,
CZH,Corozal Airport,Belize,Corozal,18.3822,-88.411903,BZ,,,,
CZJ,Corazón de Jesús Airport,Panama,Tupile,9.44686,-78.575678,PA,,,,
CZK,Cascade Locks State Airport,United States of America,Cascade Locks,45.676599,-121.878879,US,,,,
CZL,Mohamed Boudiaf International Airport,Algeria,Constantine,36.27600098,6.620389938354492,DZ,,,,
CZN,Chisana Airport,United States of America,Chisana,62.07120132,-142.0480042,US,,,,
CZO,Chistochina Airport,United States of America,Chistochina,62.56349945,-144.6690063,US,,,,
CZS,Cruzeiro do Sul Airport,Brazil,Cruzeiro Do Sul,-7.59991,-72.769501,BR,,,,
CZT,Dimmit County Airport,United States of America,Carrizo Springs,28.522199630699998,-99.82360077,US,,,,
CZU,Las Brujas Airport,Colombia,Corozal,22.6213,-79.147202,CU,,,,
CZW,Częstochowa-Rudniki Airport,Poland,Rudniki,50.884716,19.201842,PL,,,,
CZX,Changzhou Benniu International Airport,China,Changzhou,31.920485,119.77546,CN,,,,
DAA,Davison Army Air Field,United States of America,Fort Belvoir,38.715000152600005,-77.18099976,US,,,,
DAB,Daytona Beach International Airport,United States of America,Daytona Beach,29.179899,-81.058098,US,,,,
DAC,Hazrat Shahjalal International Airport,Bangladesh,Dhaka,23.843347,90.397783,BD,,,,
DAD,Da Nang International Airport,Vietnam,Da Nang,16.0439,108.198997,VN,,,,
DAG,Barstow Daggett Airport,United States of America,Daggett,34.85369873,-116.7870026,US,,,,
DAK,Ad Dakhla Airport,Egypt,Dakhla Oases,25.41116,29.003273,EG,,,,
DAL,Dallas Love Field,United States of America,Dallas,32.847099,-96.851799,US,,,,
DAM,Damascus International Airport,Syria,Damascus,33.41149902,36.51559829711914,SY,,,,
DAN,Danville Regional Airport,United States of America,Danville,36.572899,-79.336098,US,,,,
DAP,Darchula Airport,Nepal,Darchula,29.668571,80.548199,NP,,,,
DAR,Julius Nyerere International Airport,Tanzania,Dar es Salaam,-6.87811,39.202599,TZ,,,,
DAS,Great Bear Lake Airport,Canada,Great Bear Lake,66.703053,-119.716816,CA,,,,
DAT,Datong Yungang Airport,China,Datong,40.061614,113.480032,CN,,,,
DAU,Daru Airport,Papua New Guinea,Daru,-9.08676,143.207993,PG,,,,
DAV,Enrique Malek International Airport,Panama,David,8.391,-82.434998,PA,,,,
DAX,Dachuan Airport,China,Dazhou (Daxian),31.1302,107.4295,CN,,,,
DAY,James M Cox Dayton International Airport,United States of America,Dayton,39.902401,-84.219398,US,,,,
DAZ,Darwaz Airport,Afghanistan,Darwaz,38.461798,70.881606,AF,,,,
DBA,Dalbandin Airport,Pakistan,Dalbandin,28.878299713100002,64.39980316,PK,,,,
DBB,El Alamein International Airport,Egypt,El Alamein,30.924324,28.46161,EG,,,,
DBC,Baicheng Chang'an Airport,China,Baicheng,45.505278,123.019722,CN,,,,
DBM,Debre Markos Airport,Ethiopia,Debre Markos,10.321501,37.741887,ET,,,,
DBN,W H 'Bud' Barron Airport,United States of America,Dublin,32.5644,-82.985298,US,,,,
DBO,Dubbo City Regional Airport,Australia,Dubbo,-32.21670151,148.5749969,AU,,,,
DBP,Debepare Airport,Papua New Guinea,Debepare,-6.308611111,141.9055556,PG,,,,
DBQ,Dubuque Regional Airport,United States of America,Dubuque,42.402,-90.709503,US,,,,
DBR,Darbhanga Airport,India,Darbhanga,26.192801,85.916901,IN,,,,
DBS,Dubois Municipal Airport,United States of America,Dubois,43.548301696799996,-109.6900024,US,,,,
DBT,Debre Tabor Airport,Ethiopia,Debre Tabor,11.884808,38.009241,ET,,,,
DBV,Dubrovnik Ruđer Bošković Airport,Croatia,Čilipi,42.562247,18.265543,HR,,,,
DCA,Ronald Reagan Washington National Airport,United States of America,Washington,38.8521,-77.037697,US,,,,
DCF,Canefield Airport,Dominica,Canefield,15.336693,-61.392108,DM,,,,
DCI,Decimomannu Air Base,Italy,Decimomannu,39.354198,8.97248,IT,,,,
DCK,Dahl Creek Airport,United States of America,Dahl Creek,66.943298,-156.904999,US,,,,
DCM,Castres-Mazamet Airport,France,Castres/Mazamet,43.556301,2.28918,FR,,,,
DCN,RAAF Base Curtin,Australia,Derby,-17.580458,123.828449,AU,,,,
DCU,Pryor Field Regional Airport,United States of America,Decatur,34.652698516799994,-86.94539642,US,,,,
DCY,Daocheng Yading Airport,China,Garzê (Daocheng),29.31632,100.060317,CN,,,,
DDC,Dodge City Regional Airport,United States of America,Dodge City,37.76340103149414,-99.96559906,US,,,,
DDD,Dhaalu Atoll Airport,Maldives,Kudahuvadhoo,2.666075,72.887118,MV,,,,
DDG,Dandong Langtou Airport,China,Dandong (Zhenxing),40.025453,124.28669,CN,,,,
DDR,Rikaze Dingri Airport,China,Xigazê (Dingri),28.604567,86.798,CN,,,,
DDU,Dadu West Airport,Pakistan,Dadu,26.740800857543945,67.66660309,PK,,,,
DEA,Dera Ghazi Khan Airport,Pakistan,Dera Ghazi Khan,29.961000442504883,70.48590087890625,PK,,,,
DEB,Debrecen International Airport,Hungary,Debrecen,47.488899,21.615299,HU,,,,
DEC,Decatur Airport,United States of America,Decatur,39.834598541259766,-88.86569977,US,,,,
DED,Dehradun Jolly Grant Airport,India,Dehradun (Jauligrant),30.189243,78.176651,IN,,,,
